Account_ID,Name,Display_Name,Type,City,State,Phone,Email,OMS_Requests,Booked,Declined,Expired,Book_Rate,Last_Request_Date,Last_Booked_Date
673fa182458377001791ec41,Georgia,,Rental House/Dealer,,Georgia,18337746320,,27,0,0,0,0.0%,2026-02-13,
67f41eedcd04f200211e6d36,Lift X Rentals - Palmetto FL,,Rental House/Dealer,Palmetto,FL,8553354389,,27,11,5,0,40.7%,2026-02-17,2026-02-17
673fa189458377001791ee7c,Kentucky,,Rental House/Dealer,,Kentucky,18337746320,,26,0,0,0,0.0%,2026-01-16,
673fa1a26281f80018a2ddbe,New York,,Rental House/Dealer,New York,New York,18337746320,,25,0,0,0,0.0%,2026-02-12,
001Ah0000044GoCIAU,Palmerston Rent-All Ltd - Listowel ON,,Rental House/Dealer,Listowel,Ontario,5192911230,info@palmerstonrent-all.com,25,0,2,1,0.0%,2026-02-17,
0011K00002FV9f6QAD,McGill Equipment - Scarborough ON,York Region Equipment Centre,Rental House/Dealer,Toronto,Ontario,4167514455,rental.to@mcgillequipment.com,25,0,0,8,0.0%,2026-02-17,
0011K00002JK0yfQAD,EZ Equipment Rental - Dallas TX,EZ EQUIPMENT RENTAL,Rental House/Dealer,Irving,TX,2149517800,info@ezequipmentrental.com,25,0,1,9,0.0%,2026-02-13,
001Ah0000070l2uIAA,NLC Equipment - Stoney Creek ON,,Rental House/Dealer,Hamilton,Ontario,1959714984,,24,0,0,2,0.0%,2026-02-13,
0011K00002SltzVQAR,Skyblack Rentals - Houston TX,,Rental House/Dealer,Houston,Texas,+17134164702,joe@skyblackrentals.com,24,8,5,1,33.3%,2026-02-11,2026-02-11
0011K00002Gohz1QAB,Sunstate Equipment - Balch Springs TX,Sunstate Equipment Co. ,Partner,Balch Springs,Texas,8558088875,dozr@sunstateequip.com,23,5,9,0,21.7%,2026-02-03,2026-01-20
001Ah00000413ddIAA,All Pro Lift and Equipment LLC - Phoenix AZ,,Rental House/Dealer,Phoenix,Arizona,6027959797,liftanddirtequipment@gmail.com,23,7,6,4,30.4%,2026-02-06,2026-02-06
0011K00002TBh6hQAD,Illinois Lift Equipment - Cary IL,,Rental House/Dealer,Cary,Illinois,8887450577,rentals@illinoislift.com,22,11,1,0,50.0%,2026-01-27,2026-01-27
0011K00002WOyTGQA1,Arrow Lift Rentals - Dallas TX,,Rental House/Dealer,Dallas,Texas,2143572525,,22,0,9,5,0.0%,2026-02-13,
0011K00002P1GZqQAN,Northside Tool Rental - Buckhead (Atlanta) GA,,Rental House/Dealer,Atlanta,Georgia,4042336722,damonf@northsidetoolrental.com,22,9,2,0,40.9%,2026-02-06,2026-01-30
0011K00002UH0fmQAD,Liftow - Scarborough ON,,Rental House/Dealer,Toronto,Ontario,4162987119,,21,0,0,5,0.0%,2026-02-12,
673fa17c458377001791eadf,Colorado,,Rental House/Dealer,,Colorado,18337746320,,21,0,0,0,0.0%,2026-02-12,
673fa179476a080018c3a66d,Arizona,,Rental House/Dealer,,Arizona,18337746320,,21,0,0,0,0.0%,2026-02-10,
673fa1a36281f80018a2de95,North Carolina,,Rental House/Dealer,,North Carolina,18337746320,,20,0,0,0,0.0%,2026-02-11,
0011K00002Goi5EQAR,Sunstate Equipment - Burbank CA,Sunstate Equipment Co. ,Partner,Burbank,California,8558088875,dozr@sunstateequip.com,20,2,9,1,10.0%,2026-02-06,2026-02-06
0014100001JZ0BxAAL,LAX Equipment Inc - Inglewood CA,Lax Equipment Inc.,Rental House/Dealer,Inglewood,California,3103302657,laxequipmentinc@hotmail.com,20,1,1,6,5.0%,2026-02-04,2026-02-04
0014100000ANEeNAAX,Border Equipment - Atlanta GA,Border Equipment,Rental House/Dealer,Conley,Georgia,+17703226960,bh@borderholdings.net,19,1,3,3,5.3%,2026-02-13,2025-12-09
001OJ00000B0v3DYAR,Artim - London ON,,Rental House/Dealer,London,Ontario,5196194390,,19,0,3,1,0.0%,2026-02-13,
0011K00002UH401QAD,Total Warehouse - Anaheim CA,,Rental House/Dealer,Anaheim,California,7143323082,,18,0,0,10,0.0%,2026-02-13,
0011K00002GohuLQAR,Sunstate Equipment - Atlanta GA,Sunstate Equipment Co. ,Rental House/Dealer,Conley,GA,6782686590,dozr@sunstateequip.com,18,4,6,0,22.2%,2026-02-11,2026-02-11
0011K00002TWuHFQA1,Rent-A-Tool LLC - Brooklyn NY,,Rental House/Dealer,,New York,7183955939,sales@rentatoolny.com,17,0,0,10,0.0%,2026-02-02,
001Ah000004bXI3IAM,Industry Lift Inc - Industry CA,,Rental House/Dealer,City of Industry,California,6269136175,,17,5,0,4,29.4%,2026-02-04,2025-12-11
0011K00002Goj3wQAB,Sunstate Equipment - Las Vegas (Henderson) NV,Sunstate Equipment Co. ,Partner,Henderson,Nevada,8558088875,dozr@sunstateequip.com,17,5,9,0,29.4%,2026-02-06,2026-01-07
0011K0000281ZN8QAM,U-Rent It Sales & Service - Rockwall TX,"U-Rent It Sales & Service - Gun Barrel City, TX",Rental House/Dealer,Rockwall,Texas,9727711885,brandon.urentit@gmail.com,17,4,2,4,23.5%,2026-02-12,2026-01-23
0011K00002GojH1QAJ,Sunstate Equipment - Oakland CA,Sunstate Equipment Co. ,Partner,Oakland,California,8558088875,dozr@sunstateequip.com,17,4,8,0,23.5%,2026-02-13,2026-01-27
0014100001JYrOqAAL,Area Rentals Inc - Hillside NJ,Area Rentals Inc.,Rental House/Dealer,Hillside,New Jersey,9739261212,paul@arearentalsinc.com,16,4,0,1,25.0%,2026-01-27,2026-01-02
0014100001JYrVrAAL,Blakley Equipment Inc - Mount Vernon NY,Blakley Equipment Inc.,Rental House/Dealer,Mount Vernon,New York,9146645500,carad@blakleytree.com,16,1,0,0,6.2%,2026-02-02,2025-12-15
0011K00002VlIanQAF,G&W Equipment - Atlanta GA,,Rental House/Dealer,Atlanta,Georgia,7707167959,rental@gwequip.com,16,0,5,2,0.0%,2026-02-06,
673fa1b2458377001791f962,South Carolina,,Rental House/Dealer,,South Carolina,18337746320,,16,0,0,0,0.0%,2026-02-11,
00141000012IJ9GAAW,Sunstate Equipment - Phoenix AZ,Sunstate Equipment Co. ,Rental House/Dealer,Phoenix,Arizona,8558088875,dozr@sunstateequip.com,16,2,6,0,12.5%,2026-02-06,2026-01-19
673fa1c96281f80018a2e84c,Virginia,,Rental House/Dealer,,Virginia,18337746320,,15,0,0,0,0.0%,2026-02-17,
673fa1a06281f80018a2dc9d,New Jersey,,Rental House/Dealer,,New Jersey,18337746320,,15,0,0,0,0.0%,2026-02-09,
673fa18d476a080018c3ad0c,Maryland,,Rental House/Dealer,,Maryland,18337746320,,14,0,0,0,0.0%,2026-02-09,
001OJ00000HDwh8YAD,Rapid Rentals - Castaic CA,,Rental House/Dealer,Castaic,California,6613782543,,14,1,3,2,7.1%,2026-02-13,2025-12-18
001OJ000005NmSTYA0,Hilltown Rentals - Huntington MA,,Rental House/Dealer,Huntington,Massachusetts,4133200889,,14,2,0,6,14.3%,2026-02-13,2026-01-21
0011K00002Oz6dlQAB,Sunstate Equipment - Buda TX,,Rental House/Dealer,Buda,TX,8558088875,dozr@sunstateequip.com,14,0,7,0,0.0%,2026-02-16,
0011K00002VPnL9QAL,PDQ Rentals - Corona CA,,Rental House/Dealer,Corona,California,9513816800,corona@pdqrentals.com,14,0,0,3,0.0%,2026-02-13,
0011K00002OzCCnQAN,Sunstate Equipment - Colton CA,,Rental House/Dealer,Colton,CA,8008947368,dozr@sunstateequip.com,14,1,8,0,7.1%,2026-02-13,2025-12-17
0011K00002GoiS3QAJ,Sunstate Equipment - Denver CO,Sunstate Equipment Co. ,Rental House/Dealer,Commerce City,Colorado,7203227000,dozr@sunstateequip.com,14,10,3,0,71.4%,2026-02-16,2026-02-16
0014100000ANBCwAAP,Nice Guy Heavy Equipment Rentals - New Tecumseth ON,Nice Guy Heavy Equipment Rentals,Rental House/Dealer,New Tecumseth,Ontario,4166666210,niceguyrentals@gmail.com,14,1,8,2,7.1%,2026-02-11,2025-11-21
0014100001bSY0JAAW,Rental Stop - Grande Prairie TX,Rental Stop,Rental House/Dealer,Grand Prairie,Texas,9723360059,sales@rentalstops.com,14,0,2,5,0.0%,2026-02-12,
0011K00002TW1sNQAT,Starlift Equipment (Maintainco) - Hackensack NJ,,Rental House/Dealer,South Hackensack,New Jersey,2014872565,,14,0,0,1,0.0%,2026-01-27,
0014100001JZ0KGAA1,Pape Material Handling - Fremont CA,Pape Material Handling/Bobcat West,Rental House/Dealer,Fremont,California,5106615700,,14,0,10,0,0.0%,2026-02-13,
0014100000gdnU0AAI,Eldorado Forklift Co - Redwood City CA,ELDORADO FORKLIFT CO,Rental House/Dealer,Redwood City,California,6503611666,,14,0,2,4,0.0%,2026-02-13,
0014100000j6bdkAAA,"Darr Equipment Co. - Dallas, TX (HQ)",Darr Construction Equipment Corp.,Rental House/Dealer,Dallas,Texas,2144452464,,13,0,1,4,0.0%,2026-02-12,
001Ah000003ZVQWIA4,Superior Industrial Products - Fort Worth TX,,Rental House/Dealer,Fort Worth,Texas,6822538809,rentals@sip.net,13,0,0,6,0.0%,2026-02-13,
001Ah0000043lLJIAY,Equipment Depot - Louisville KY,,Rental House/Dealer,Louisville,Kentucky,5026362000,,13,12,1,0,92.3%,2025-12-15,2025-12-15
0011K00002Tx8u4QAB,Shoppa's Material Handling - Fort Worth TX,,Rental House/Dealer,Fort Worth,Texas,8173591100,,13,0,1,5,0.0%,2026-02-13,
0011K00002GoiP4QAJ,Sunstate Equipment - Colorado Springs CO,Sunstate Equipment Co. ,Partner,Colorado Springs,Colorado,7195779750,,13,7,5,0,53.8%,2026-02-14,2026-02-06
0011K000024eFCiQAM,Edge1 Equipment Rentals - Stoney Creek ON,Edge1 Equipment Rental - Mississauga ON,Rental House/Dealer,Hamilton,Ontario,9055612481,sales@edge1.ca,13,0,2,0,0.0%,2026-02-13,
0011K00002UHt5pQAD,Industrial Power Rental - Newmarket ON,,Rental House/Dealer,Newmarket,Ontario,9059670300,lhaeber@industrialpowerrental.ca,13,0,3,0,0.0%,2026-02-12,
0011K00002GojnmQAB,Sunstate Equipment - San Antonio TX,Sunstate Equipment Co. ,Partner,San Antonio,Texas,8558088875,dozr@sunstateequip.com,13,2,7,0,15.4%,2026-02-06,2025-12-30
63a0c130a0d076001370c846,Sunstate Equipment - Jacksonville FL,,Rental House/Dealer,Jacksonville,FL,9049029030,dozr@sunstateequip.com,13,2,6,0,15.4%,2026-02-09,2025-12-16
0011K00002IVyGMQA1,Complete Equipment Rentals - Lakewood NJ,Complete Equipment Rentals LLC,Rental House/Dealer,Lakewood,New Jersey,8445477368,rent@completeequipment.com,12,0,5,1,0.0%,2026-02-02,
673fa1be458377001791fbec,Tennessee,,Rental House/Dealer,,Tennessee,18337746320,,12,0,0,0,0.0%,2026-02-11,
0011K00002Qlso4QAB,ASCO Equipment - Houston TX (South),,Rental House/Dealer,Houston,Texas,+17136490940,,12,0,0,3,0.0%,2026-02-13,
0014100000gdnSzAAI,PDQ Rentals - Sun Valley CA,DBA PDQ RENTALS,Rental House/Dealer,Los Angeles,California,8185044900,sunvalley@pdqrentals.com,12,0,1,5,0.0%,2026-01-23,
673fa185476a080018c3aa76,Illinois,,Rental House/Dealer,,Illinois,18337746320,,12,0,0,0,0.0%,2026-02-04,
673fa19e476a080018c3b214,Nevada,,Rental House/Dealer,,Nevada,18337746320,,12,0,0,0,0.0%,2026-02-06,
0011K00002Gok1tQAB,Sunstate Equipment - Tucson AZ,Sunstate Equipment Co. ,Partner,Tucson,Arizona,8558088875,dozr@sunstateequip.com,12,6,3,0,50.0%,2026-02-11,2026-02-11
0011K00002TVOpyQAH,Gordy's Equipment of Broward - Pompano Beach FL,,Rental House/Dealer,Pompano Beach,Florida,9549786000,heather@gordysequipment.com,12,0,6,0,0.0%,2026-02-16,
001Ah000005lN8dIAE,J&J Equipment Rental - Los Angeles CA,,Rental House/Dealer,East Los Angeles,California,3232688827,,12,0,0,7,0.0%,2026-01-28,
0011K00002TWz4TQAT,American Tool Rental - Brooklyn NY,,Rental House/Dealer,,New York,7183441474,info@americanrentalcorp.com,12,0,0,1,0.0%,2026-01-28,
0014100001JZ2BiAAL,Semcore II Rental Center - Eatontown NJ,Semcore II Rental Center,Rental House/Dealer,Eatontown,New Jersey,7325420006,,12,0,0,2,0.0%,2026-02-02,
63ea5f09c9da99001956f557,Leppo Rents (Bobcat of Jacksonville) - Jacksonville FL,,Rental House/Dealer,Jacksonville,Florida,19042889181,,12,4,4,0,33.3%,2026-01-07,2026-01-07
001Ah000004KqpBIAS,Trinity Equipment Rentals - Colton CA,,Rental House/Dealer,Colton,California,9517901652,,12,2,0,2,16.7%,2026-02-13,2025-12-30
673fa176458377001791e98b,Alabama,,Rental House/Dealer,,Alabama,18337746320,,11,0,0,0,0.0%,2026-02-06,
0011K00002UG2vuQAD,Best Line Equipment - Keyport NJ,,Rental House/Dealer,Keyport,New Jersey,7323346225,rdonohue@bestline.com,11,0,0,2,0.0%,2025-12-18,
0011K00002TDryRQAT,Lyle Machinery (Bobcat of Lake Charles) - Lake Charles LA,,Rental House/Dealer,Lake Charles,Louisiana,+13374334500,,11,0,0,3,0.0%,2026-02-12,
0011K000024eJmoQAE,Boyd Cat - Louisville KY (Cecil Ave),Whayne-The Cat Rental Store,Partner,Louisville,Kentucky,5027744441,,11,0,0,0,0.0%,2025-12-10,
0011K00002X6VUTQA3,Komatsu Forklift of Atlanta - Conyers GA,,Rental House/Dealer,Conyers,,7709385071,,11,0,0,3,0.0%,2026-02-06,
0011K00002GoiDoQAJ,Sunstate Equipment - Charlotte NC,Sunstate Equipment Co. ,Partner,Concord,North Carolina,7044904706,dozr@sunstateequip.com,11,3,2,0,27.3%,2026-01-29,2026-01-09
0011K00002GohvdQAB,Sunstate Equipment - Marietta GA,Sunstate Equipment Co. ,Partner,Marietta,Georgia,8558088875,dozr@sunstateequip.com,11,2,3,2,18.2%,2026-01-30,2026-01-29
673fa194458377001791f1ad,Michigan,,Rental House/Dealer,,Michigan,18337746320,,11,0,0,0,0.0%,2026-02-13,
0011K00002GnY1AQAV,Torcan Lift Equipment - Cambridge ON,Torcan Lift Equipment,Partner,Cambridge,Ontario,+15196248210,,11,0,1,0,0.0%,2026-02-13,
0011K00002UH4FVQA1,Total Warehouse - Phoenix AZ,,Rental House/Dealer,Phoenix,Arizona,4805824922,,11,0,0,5,0.0%,2026-02-06,
0014100001NdCmSAAV,"Fox Rental - Grapevine, TX",Fox Rental,Rental House/Dealer,Grapevine,Texas,8174817581,hayden.tice@foxrents.com,11,0,5,3,0.0%,2026-02-13,
001Ah000003Z4gsIAC,Bayshore Rental & Equipment - Baldwin NY,,Rental House/Dealer,Baldwin,New York,8889289268,,11,0,1,3,0.0%,2026-02-09,
0011K00002TVwiPQAT,ASCO Equipment - Aubrey/Little Elm TX,,Rental House/Dealer,Aubrey,Texas,19724412726,,11,0,1,3,0.0%,2026-02-13,
0011K00002GoiyNQAR,Sunstate Equipment - Houston East TX,Sunstate Equipment Co. ,Partner,Houston,Texas,8558088875,dozr@sunstateequip.com,11,0,3,0,0.0%,2026-02-13,
0014100000z1gpRAAQ,Alta Material Handling (Formerly Yale Industrial Trucks) - Woodbridge ON,Yale Industrial Trucks,Rental House/Dealer,Vaughan,Ontario,8007633605,ewahdani@yorklifts.com,11,0,0,3,0.0%,2026-01-21,
0014100001USmrWAAT,"Art's Rental Equipment & Supply - Louisville, KY",Art`s Rental Equipment & Supply,Partner,Louisville,Kentucky,5026376368,,11,0,0,0,0.0%,2025-12-10,
0011K00002TDrXfQAL,Darr Equipment Co - Houston TX,,Rental House/Dealer,Houston,Texas,7136751552,,11,0,1,2,0.0%,2026-02-13,
0011K00002SK3rLQAT,Tri-Lift Inc - Huppage NY (Formerly Farmingdale NY),,Rental House/Dealer,Hauppauge,New York,5168474941,,11,0,0,1,0.0%,2026-02-12,
673fa1e6476a080018c3c3ff,Ontario,,Rental House/Dealer,,Ontario,(226) 749-3887,,10,0,0,0,0.0%,2026-01-15,
001Ah000004U2yeIAC,Taylor True Value Rental - Kerhonkson NY,,Rental House/Dealer,Kerhonkson,New York,8456264747,taylorrentaldepew@gmail.com,10,0,0,6,0.0%,2026-01-30,
0014100001CWuYpAAL,CORE Equipment Leasing - Discovery Bay CA,CORE Equipment Leasing,Rental House/Dealer,Discovery Bay,California,4083092022,catearthmovers@yahoo.com,10,0,0,5,0.0%,2026-02-04,
0011K00002RjInjQAF,Border Equipment (Bobcat of Augusta) - Augusta GA,,Rental House/Dealer,Augusta,Georgia,7067379191,danny.kimbrel@borderequipment.com,10,4,2,1,40.0%,2026-02-03,2025-12-29
0011K00002WOhWBQA1,American Rentals - Riverside CA,,Rental House/Dealer,Riverside,California,9513670220,,10,0,0,4,0.0%,2026-02-13,
0014100001JZ2KNAA1,Volvo Construction Equipment & Services - Corona CA,Volvo Construction Equipment & Services,Rental House/Dealer,Corona,California,9512777620,,10,0,8,0,0.0%,2026-02-04,
0011K00002GojULQAZ,Sunstate Equipment - Orlando FL,Sunstate Equipment Co. ,Rental House/Dealer,Orlando,Florida,8558088875,dozr@sunstateequip.com,10,5,4,0,50.0%,2026-02-04,2026-02-04
0011K00002TwYEWQA3,All-Lift Ltd - Brampton ON,,Rental House/Dealer,Brampton,,9054595348,rentals@all-lift.net,10,0,0,2,0.0%,2026-01-21,
0011K00002UGkOJQA1,Briggs Equipment - Tifton GA,,Rental House/Dealer,Tifton,Georgia,+12293888120,,10,0,0,1,0.0%,2026-02-06,
0011K00002TVrboQAD,Action Rentals - Waller TX,,Rental House/Dealer,Waller,,9363725161,,10,0,0,4,0.0%,2026-02-11,
0014100001JZ2BzAAL,Simon Equipment Rentals - Monrovia CA,Simon Equipment Rentals,Rental House/Dealer,Monrovia,California,6263582508,,10,0,0,3,0.0%,2026-01-29,
673fa1a6476a080018c3b469,Ohio,,Rental House/Dealer,,Ohio,18337746320,,10,0,0,0,0.0%,2026-02-13,
0011K00002UHwdHQAT,Mcleary Lift Equipment - Brampton ON,,Rental House/Dealer,Brampton,Ontario,9054515320,mclearylift@bellnet.ca,10,3,0,3,30.0%,2026-01-20,2026-01-20
001OJ00000IsaCKYAZ,Sunstate Equipment - Conley GA,,Rental House/Dealer,Conley,Georgia,+16782686590,,9,2,2,1,22.2%,2026-02-09,2026-02-09
001Ah000005oTNFIA2,Nor-Cal Equipment Rentals - Sacramento CA,,Rental House/Dealer,Sacramento,California,9163889850,kevin@nor-calequipmentrentals.com,9,0,0,4,0.0%,2026-02-12,
0014100000hUChfAAG,Yancey CAT - Austell GA,Yancey Cat,Partner,Austell,Georgia,6787186500,kyle.phillips@yanceyrents.com,9,0,1,2,0.0%,2026-02-11,
0011K00002GoilHQAR,Sunstate Equipment - Houston  (Cypress) TX ,Sunstate Equipment Co. ,Partner,Katy,Texas,2814923400,dozr@sunstateequip.com,9,1,5,0,11.1%,2026-02-06,2025-12-08
673fa1d2476a080018c3c0c9,Alberta,,Rental House/Dealer,,Alberta,(226) 749-3887,,9,0,0,0,0.0%,2026-02-06,
63a34d45e897400019ab883f,Bertling Equipment Rental & Repair - New Braufels TX,,Rental House/Dealer,New Braunfels,TX,8303874548,,9,0,0,1,0.0%,2026-02-10,
0011K00002RLqMRQA1,Empire Cat - Tucson AZ,,Rental House/Dealer,Tucson,Arizona,5207468200,dozraz@empire-cat.com,9,0,2,2,0.0%,2026-02-06,
0011K00002G5QlJQAV,Briggs Equipment - Miami FL,Briggs Equipment,Partner,,,305-624-1511,,9,1,0,3,11.1%,2026-02-05,2025-12-10
0011K00002Ujf0fQAB,All Access Services - Riverside CA,,Rental House/Dealer,Riverside,California,9516720916,info@allaccessrentals.com,9,0,0,4,0.0%,2026-02-13,
0011K00002GojreQAB,Sunstate Equipment - San Diego CA,Sunstate Equipment Co. ,Partner,San Diego,California,8558088875,dozr@sunstateequip.com,9,2,2,1,22.2%,2026-02-13,2026-02-13
0011K00002QlsuwQAB,ASCO Equipment - Terrell TX,,Rental House/Dealer,Terrell,Texas,+19725632171,,9,0,0,3,0.0%,2026-01-22,
001OJ00000CvD4tYAF,Hood Equipment Canada - Barrie ON,,Rental House/Dealer,Barrie,Ontario,+17057344507,,9,0,4,0,0.0%,2026-02-13,
0011K00002Gok0WQAR,Sunstate Equipment - Stockton (French Camp) CA,Sunstate Equipment Co. ,Rental House/Dealer,French Camp,CA,8558088875,dozr@sunstateequip.com,9,1,4,0,11.1%,2026-02-12,2025-11-20
0011K00002UHbLxQAL,"Metro Rent-All -  Scarborough, ON",,Rental House/Dealer,Toronto,Ontario,4162912521,metrorental@rogers.com,9,0,0,1,0.0%,2026-02-13,
001OJ00000VWMA3YAP,Pincel Transportation - Santa Clarita CA,,Rental House/Dealer,Santa Clarita,California,8189173451,,9,0,0,6,0.0%,2026-02-13,
673fa17a458377001791ea3c,Arkansas,,Rental House/Dealer,,Arkansas,18337746320,,9,0,0,0,0.0%,2026-02-06,
001Ah000005lNTgIAM,Elvaan Equipment Rentals - Mississauga ON,,Rental House/Dealer,Mississauga,Ontario,9056340669,sumanm@tueinc.ca,9,0,0,2,0.0%,2025-12-05,
662abbfe0e427d001ebf5e4e,Tejas Equipment Rental - Alvarado TX,,Rental House/Dealer,Alvarado,TX,8177900755,,9,6,1,0,66.7%,2026-02-12,2026-02-04
001OJ00000VbOxbYAF,Global Lions Rental Inc - Vancouver BC,,Rental House/Dealer,Vancouver,British Columbia,8005935359,,9,2,1,2,22.2%,2026-01-30,2026-01-29
0011K00002VQVaSQAX,JV Equipment - Laredo TX,,Rental House/Dealer,Laredo,Texas,9567278861,dgoode@jvequipment.com,9,0,0,2,0.0%,2026-02-16,
0011K00002OzO1PQAV,American Rentals - Long Beach CA,,Rental House/Dealer,Long Beach,California,5626305896,cturrubiate@american-rentals.com,8,0,0,2,0.0%,2026-01-29,
678ffc1bc942640021498bb6,Leppo Rents (Bobcat of Ocala) - Ocala FL,,Rental House/Dealer,Ocala,Florida,13528103810,,8,0,2,0,0.0%,2026-01-29,
0014100000gdnTKAAY,Elite Material Handling - Houston TX,MINER MATERIAL HANDLING,Rental House/Dealer,HOUSTON,Texas,2818955438,houstonrental@elitemh.com,8,0,0,4,0.0%,2026-02-13,
68433fab4c8ca80017d2cf40,Beach City Lift - Phoenix AZ,,Rental House/Dealer,Phoenix,Arizona,16024372345,support@azbestequs.com,8,1,0,3,12.5%,2026-02-06,2026-01-13
001Ah000006wxowIAA,Decker Tool Rental - Hawthorne NY,,Rental House/Dealer,Hawthorne,New York,9147696800,,8,0,0,0,0.0%,2026-01-27,
0011K00002UlVklQAF,All Points Equipment - Round Top TX,,Rental House/Dealer,Round Top,Texas,7139076906,ben@allpointsequiprental.com,8,0,0,3,0.0%,2026-02-10,
673fa19a476a080018c3b0f0,Mississippi,,Rental House/Dealer,,Mississippi,18337746320,,8,0,0,0,0.0%,2026-02-12,
001Ah0000043fCnIAI,All American Rentals - Apache Junction AZ,,Rental House/Dealer,Apache Junction,Arizona,4809848088,cappi@allamericanrentalsonline.com,8,1,2,2,12.5%,2026-02-06,2026-02-02
0011K000024f3CTQAY,Eastern Highreach Company Inc. - Horsham PA,Eastern Highreach Company Inc.,Rental House/Dealer,Horsham,Pennsylvania,2156750200,sribeiro@easternhighreach.com,8,1,1,2,12.5%,2026-01-13,2026-01-13
0014100001JZ2JkAAL,Universal Lift Systems LLC - Avondale AZ,Universal Lift Systems LLC,N/A,Avondale,Arizona,6238820405,office@universalliftsystems.com,8,0,0,2,0.0%,2026-02-06,
